SHIFR=
TLIVE=920.81
TREAL=920.81
SPECTRTXT=8192
1	105
2	134
3	123
4	139
5	109
6	113
7	102
8	121
9	121
10	112
11	113
12	105
13	107
14	108
15	89
16	83
17	75
18	105
19	134
20	131
21	131
22	127
23	133
24	143
25	124
26	108
27	128
28	131
29	117
30	122
31	124
32	99
33	102
34	114
35	127
36	157
37	146
38	131
39	126
40	123
41	163
42	152
43	133
44	102
45	117
46	99
47	131
48	113
49	119
50	111
51	110
52	110
53	99
54	101
55	84
56	97
57	114
58	101
59	121
60	142
61	148
62	142
63	110
64	110
65	105
66	131
67	118
68	148
69	116
70	125
71	131
72	121
73	120
74	106
75	78
76	98
77	120
78	125
79	145
80	136
81	126
82	94
83	118
84	116
85	105
86	115
87	102
88	97
89	119
90	132
91	133
92	134
93	132
94	115
95	118
96	112
97	133
98	133
99	127
100	142
101	104
102	104
103	106
104	100
105	104
106	115
107	111
108	124
109	117
110	119
111	117
112	98
113	109
114	92
115	100
116	88
117	91
118	131
119	113
120	129
121	115
122	115
123	133
124	114
125	127
126	108
127	106
128	114
129	128
130	128
131	105
132	116
133	125
134	115
135	114
136	142
137	152
138	149
139	128
140	133
141	114
142	117
143	103
144	117
145	106
146	104
147	142
148	148
149	126
150	135
151	140
152	130
153	119
154	108
155	115
156	124
157	106
158	111
159	115
160	102
161	116
162	104
163	117
164	110
165	102
166	97
167	107
168	107
169	109
170	113
171	105
172	132
173	142
174	129
175	123
176	114
177	149
178	146
179	130
180	146
181	142
182	113
183	104
184	117
185	116
186	102
187	117
188	94
189	84
190	97
191	105
192	122
193	136
194	149
195	118
196	122
197	113
198	107
199	134
200	134
201	113
202	144
203	118
204	123
205	120
206	126
207	122
208	101
209	111
210	120
211	116
212	151
213	133
214	130
215	124
216	125
217	107
218	89
219	89
220	102
221	123
222	124
223	106
224	115
225	138
226	102
227	128
228	106
229	140
230	136
231	147
232	148
233	128
234	120
235	123
236	139
237	133
238	113
239	125
240	110
241	96
242	105
243	80
244	90
245	104
246	77
247	105
248	102
249	102
250	112
251	107
252	93
253	125
254	101
255	119
256	102
257	99
258	102
259	100
260	100
261	112
262	118
263	112
264	117
265	112
266	111
267	116
268	89
269	128
270	125
271	113
272	130
273	131
274	90
275	95
276	102
277	99
278	94
279	109
280	116
281	92
282	111
283	111
284	125
285	118
286	111
287	116
288	113
289	119
290	107
291	111
292	123
293	122
294	109
295	129
296	106
297	125
298	109
299	104
300	111
301	107
302	110
303	105
304	109
305	114
306	113
307	127
308	115
309	120
310	105
311	121
312	130
313	112
314	114
315	115
316	117
317	144
318	123
319	136
320	138
321	140
322	119
323	135
324	139
325	102
326	85
327	110
328	102
329	105
330	102
331	118
332	105
333	112
334	131
335	115
336	119
337	108
338	107
339	107
340	109
341	104
342	108
343	101
344	114
345	110
346	127
347	120
348	123
349	133
350	100
351	106
352	121
353	108
354	113
355	104
356	117
357	101
358	116
359	117
360	126
361	104
362	132
363	123
364	111
365	136
366	132
367	138
368	138
369	116
370	131
371	123
372	110
373	92
374	94
375	108
376	102
377	104
378	130
379	134
380	165
381	141
382	123
383	126
384	115
385	95
386	105
387	137
388	136
389	113
390	111
391	127
392	106
393	122
394	132
395	128
396	133
397	113
398	121
399	118
400	114
401	150
402	139
403	143
404	139
405	133
406	145
407	107
408	106
409	116
410	99
411	104
412	114
413	123
414	122
415	111
416	126
417	101
418	95
419	128
420	123
421	102
422	131
423	102
424	113
425	112
426	113
427	116
428	135
429	130
430	124
431	109
432	107
433	110
434	103
435	111
436	122
437	129
438	160
439	143
440	134
441	134
442	112
443	130
444	117
445	126
446	147
447	127
448	151
449	129
450	116
451	116
452	98
453	98
454	84
455	104
456	124
457	134
458	135
459	112
460	100
461	115
462	106
463	112
464	122
465	114
466	125
467	123
468	128
469	136
470	103
471	123
472	113
473	109
474	103
475	112
476	105
477	107
478	125
479	130
480	121
481	107
482	97
483	111
484	104
485	89
486	90
487	87
488	95
489	128
490	109
491	112
492	111
493	115
494	103
495	97
496	98
497	113
498	94
499	124
500	128
501	127
502	147
503	132
504	145
505	140
506	144
507	123
508	122
509	100
510	116
511	127
512	113
513	120
514	117
515	112
516	121
517	132
518	117
519	122
520	94
521	122
522	130
523	147
524	128
525	135
526	116
527	89
528	62
529	83
530	91
531	119
532	118
533	136
534	158
535	154
536	131
537	135
538	117
539	126
540	121
541	118
542	100
543	120
544	124
545	101
546	126
547	107
548	122
549	125
550	106
551	118
552	128
553	114
554	146
555	120
556	134
557	127
558	148
559	113
560	130
561	133
562	115
563	112
564	114
565	107
566	110
567	116
568	116
569	101
570	89
571	83
572	98
573	93
574	117
575	111
576	128
577	120
578	145
579	123
580	116
581	139
582	113
583	108
584	119
585	85
586	81
587	95
588	115
589	73
590	92
591	91
592	119
593	129
594	125
595	138
596	143
597	151
598	173
599	176
600	176
601	179
602	159
603	170
604	153
605	162
606	154
607	162
608	144
609	169
610	173
611	142
612	146
613	157
614	174
615	138
616	144
617	150
618	137
619	161
620	181
621	178
622	185
623	178
624	203
625	196
626	149
627	173
628	155
