SHIFR=
TLIVE=100.0
TREAL=100.0
SPECTRTXT=8192
1	91
2	120
3	115
4	136
5	111
6	119
7	103
8	114
9	107
10	103
11	114
12	114
13	117
14	115
15	96
16	94
17	86
18	109
19	120
20	104
21	100
22	99
23	112
24	145
25	149
26	134
27	133
28	111
29	93
30	104
31	113
32	88
33	88
34	92
35	91
36	107
37	100
38	100
39	107
40	102
41	126
42	108
43	97
44	80
45	100
46	82
47	113
48	114
49	84
50	99
51	91
52	100
53	95
54	103
55	90
56	101
57	107
58	82
59	90
60	98
61	99
62	103
63	91
64	101
65	91
66	107
67	90
68	114
69	85
70	94
71	101
72	98
73	112
74	113
75	90
76	100
77	106
78	120
79	113
80	108
81	83
82	115
83	120
84	114
85	127
86	112
87	106
88	145
89	123
90	124
91	127
92	117
93	120
94	113
95	133
96	135
97	131
98	148
99	115
100	124
101	130
102	125
103	126
104	126
105	112
106	125
107	226
108	374
109	487
110	705
111	362
112	96
113	97
114	79
115	88
116	70
117	98
118	88
119	94
120	78
121	81
122	101
123	166
124	408
125	531
126	250
127	187
128	308
129	180
130	78
131	85
132	95
133	86
134	72
135	81
136	84
137	74
138	78
139	89
140	85
141	70
142	75
143	65
144	60
145	84
146	82
147	79
148	84
149	69
150	63
151	71
152	72
153	68
154	75
155	79
156	68
157	77
158	65
159	75
160	68
161	61
162	58
163	71
164	72
165	72
166	72
167	61
168	76
169	77
170	66
171	64
172	60
173	85
174	80
175	69
176	89
177	93
178	72
179	64
180	75
181	76
182	70
183	88
184	74
185	66
186	72
187	64
188	66
189	72
190	82
191	75
192	74
193	78
194	76
195	89
196	75
197	53
198	77
199	58
200	62
201	59
202	63
203	63
204	63
205	58
206	87
207	76
208	77
209	76
210	82
211	72
212	61
213	66
214	75
215	86
216	80
217	60
218	59
219	94
220	89
221	65
222	65
223	82
224	75
225	66
226	63
227	68
228	85
229	73
230	79
231	96
232	86
233	76
234	86
235	63
236	72
237	84
238	58
239	81
240	79
241	80
242	92
243	90
244	80
245	83
246	92
247	83
248	99
249	85
250	83
251	86
252	86
253	88
254	96
255	93
256	80
257	80
258	77
259	79
260	90
261	71
262	105
263	94
264	75
265	87
266	92
267	64
268	76
269	90
270	92
271	88
272	96
273	97
274	71
275	84
276	81
277	91
278	83
279	78
280	87
281	89
282	99
283	102
284	117
285	106
286	101
287	103
288	88
289	91
290	104
291	92
292	97
293	94
294	100
295	97
296	101
297	99
298	105
299	108
300	106
301	118
302	106
303	109
304	96
305	118
306	135
307	126
308	136
309	136
310	123
311	131
312	101
313	117
314	130
315	139
316	116
317	129
318	139
319	113
320	108
321	145
322	140
323	143
324	134
325	144
326	123
327	126
328	144
329	131
330	204
331	1504
332	9119
333	17061
334	9152
335	1424
336	125
337	57
338	60
339	54
340	72
341	75
342	84
343	94
344	63
345	59
346	63
347	56
348	55
349	70
350	59
351	70
352	70
353	75
354	76
355	80
356	72
357	58
358	73
359	65
360	70
361	73
362	61
363	75
364	70
365	60
366	49
367	54
368	69
369	65
370	64
371	75
372	61
373	82
374	77
375	74
376	61
377	69
378	90
379	82
380	60
381	58
382	61
383	58
384	75
385	61
386	66
387	64
388	75
389	64
390	71
391	68
392	61
393	83
394	63
395	63
396	73
397	70
398	54
399	54
400	64
401	71
402	86
403	73
404	75
405	77
406	72
407	71
408	66
409	88
410	70
411	63
412	89
413	85
414	66
415	90
416	67
417	77
418	75
419	71
420	70
421	85
422	74
423	67
424	75
425	67
426	71
427	76
428	71
429	75
430	77
431	71
432	88
433	77
434	75
435	72
436	67
437	83
438	62
439	108
440	102
441	114
442	120
443	109
444	96
445	74
446	79
447	69
448	76
449	73
450	69
451	72
452	66
453	69
454	89
455	85
456	100
457	116
458	95
459	99
460	100
461	102
462	103
463	72
464	88
465	72
466	62
467	53
468	61
469	60
470	64
471	81
472	86
473	78
474	85
475	81
476	68
477	65
478	59
479	65
480	92
481	78
482	77
483	72
484	73
485	68
486	70
487	74
488	64
489	65
490	83
491	71
492	82
493	69
494	80
495	81
496	80
497	84
498	77
499	62
500	78
501	87
502	71
503	77
504	78
505	75
506	81
507	90
508	82
509	98
510	78
511	98
512	96
513	102
514	82
515	92
516	89
517	82
518	79
519	76
520	84
521	88
522	87
523	95
524	80
525	84
526	99
527	96
528	82
529	97
530	93
531	111
532	93
533	83
534	113
535	110
536	99
537	94
538	69
539	88
540	67
541	73
542	69
543	52
544	60
545	53
546	56
547	77
548	54
549	65
550	65
551	58
552	73
553	65
554	62
555	55
556	56
557	48
558	60
559	58
560	56
561	54
562	74
563	62
564	57
565	58
566	61
567	66
568	56
569	67
570	57
571	66
572	55
573	60
574	69
575	56
576	69
577	75
578	51
579	70
580	55
581	59
582	69
583	60
584	54
585	52
586	59
587	65
588	54
589	59
590	59
591	59
592	68
593	66
594	67
595	70
596	57
597	59
598	65
599	58
600	58
601	42
